LON,LAT,resource_t,org_name,address,contact_na,contact_ti,phone,email,optional_r
-86.1996259,37.1555438,Ag Tourism Venue,Mammoth Cave Transplants,"5394 Brownsville Rd  Brownsville, KY 42210",Janet Dennison,,(270) 597-2533,jandave439@windstream.net,www.mammothcavetransplants.com
-87.7039056,37.7433757,Ag Tourism Venue,Mattingly Berry Patch,"5241 Greenlick Rd Corydon, KY 42406",Jim & Cathy Mattingly,,(270) 533-6125,catmattingly@aol.com,
-83.987184,38.6302012,Ag Tourism Venue,McDowell Farm Salsa,"2261 Bridgeville Rd  Germantown, KY 41044",Carla McDowell,,(606) 728-2433,carla@mcdowellfarmssalsa.com,www.mcdowellfarmssalsa.com
-85.3656417,37.7823495,Ag Tourism Venue,McIntyre's Winery & Berries LLC,"531 McIntyre Lane Bardstown, KY 40004",Tommy McIntyre,,(502) 507-3264,mcintyreswinery@yahoo.com,www.mcintyreswinery.com
-83.9084458,38.4376613,Ag Tourism Venue,McLeans Aero-Fresh Fruit,"4085 Ewing Rd  Ewing, KY 41039",Michael McLean,,(606) 267-6511,mlmclean55@yahoo.com,
-85.404115,38.3401305,Ag Tourism Venue,"Meadowview Farm & Natural Habitat Gardens, LLC","2005 Meadowview Dr Crestwood, KY 40014",Lori L Belling,,,mfnhgllc@gmail.com,www.meadowviewfarmandgarden.com
-84.8420736,38.6680046,Ag Tourism Venue,Michels Family Farm,"4275 KY Hwy 1316 Sparta, KY 41086",Jeff Michels,,(859) 643-2511,,
-85.8010305,37.6968177,Ag Tourism Venue,Mink & Walters Pumpkin Patch,"2270 Springfield Rd  Elizabethtown, KY 42701",Robbie Walters,,(270) 360-9455,robbie@walterscabinets.com,
-87.159817,37.710506,Ag Tourism Venue,Misty Meadow Winery,"2743 Keller Rd Owensboro, KY 42301",Don & Janet Keller,,(270) 683-0361,kellerjanet@bellsouth.net,
-85.0828388,38.1726678,Ag Tourism Venue,Misty Meadows Farm,"1156 Buzzard Roost Road Shelbyville, KY 40065",Randal Dawson,,(502) 829-5489,jrdawson@shelbybb.net,
-87.6409715,37.7969143,Ag Tourism Venue,Mldftrinity,"15615 Griffing Graves Creek Rd Henderson, KY 42420",Melissa Fambrough,,(270) 823-6872,mdftrinity1@yahoo.com,
-87.6902886,37.5178218,Ag Tourism Venue,Mooney Farms,"3108 Hwy 983 Dixon, KY 42409",Ladon Mooney,,(270) 639-5808,rmoonwcrd@live.com,
-85.2693535,38.4527476,Ag Tourism Venue,"Morgan's Run, LLC","537 Dawkins Lane Sulphur, KY 40070",Cathy D. McCann,,(502) 743-0300,Cdmccann@aol.com,
-87.8613567,37.1660626,Ag Tourism Venue,Morning View Farms,"2562 Highway 293 N Princeton, KY 42445",Carrie Tarr-Janes,,(270) 963-8351,morningview4182@gmail.com,
-84.0180034,37.9834587,Ag Tourism Venue,Mt. Folly Farm,"3043 Schollsville Rd Winchester, KY 40391",Rachel Norton,,,laura@mtfollyfarm.com,
-85.1399171,38.3006977,Ag Tourism Venue,Mulberry Orchard,"1330 Mulberry Pike  Shelbyville, KY 40065",Matt or Amanda Gajdzik,,(502) 220-7516,amanda.gajdzik@gmail.com,www.MulberryOrchardKY.com
-85.2565762,37.5759308,Ag Tourism Venue,Myrtledene Bed & Breakfast,"370 N. Spalding Avenue  Lebanon, KY 40033",James Spragens,,(270) 692-2223,myrtledene@windstream.net,www.myrtledene.com
-84.7229138,37.8405614,Ag Tourism Venue,Nature's Farm And Orchard,"4400 Lexington Rd Harrodsburg, KY 40330",Jen & Eric Cowden,,(859) 285-6465,naturesfarmorchard@gmail.com,www.naturesfarmandorchard.com
-84.364947,38.991403,Ag Tourism Venue,Neltner Farm LLC,"6922 Four Mile Melbourne, KY 41059",Kevin Neltner,,(859) 635-3636,neltnersfarm@gmail.com,www.neltnersfarm.com
-85.2879067,38.6553929,Ag Tourism Venue,Nixon Farms,"1066 Palmyra Road Bedford, KY 40006",Tammy Nixon,,(502) 255-3056,t.nixon@dowcorning.com,
-83.1932284,37.24954,Ag Tourism Venue,Noble Creations,"175 Whitaker Hollow Hazard, KY 41701",Sabrina Noble,,,sab.nob@icloud.com,
-85.766877,38.256831,Ag Tourism Venue,Old 502 Winery,"120 S 10th St Louisville, KY 40202",Pam Leet,,(502) 540-5650,info@old502.com,www.old502.com
-85.2153661,38.3650478,Ag Tourism Venue,Old Blue Ribbon Farm,"2283 Ballardsville Road Eminence, KY 40019",Anita Jackson,,,details@obrfarm.com,
-84.7545717,37.6347666,Ag Tourism Venue,Old Crow Farm & Winery,"471 Stanford Rd Danville, KY 40422",Andre Brousseau,,(859) 236-1808,arbiii7@gmail.com,www.oldcrowinn.com
-85.7523246,38.2564708,Ag Tourism Venue,Old Forester Distilling Co.,"117 & 119 West Main Street Louisville, KY 40202",Olivia Reibel,,(502) 553-0374,caroline_keller@b-f.com,oldforester.com
-85.7641013,38.2429908,Ag Tourism Venue,Old Louisville FarmWorks Market,"Louisville, KY 40203",Russ  Gritton,,(502) 343-8251,rgritton@bardstowncable.net,
-84.5739721,37.5996052,Ag Tourism Venue,Overman's Bluegrass Fruits & Vegetables,"119 Long Branch Dr Lancaster, KY 40444",Kirby Overman,,(859) 792-8237,j.kirbyoverman@gmail.com,
-84.7869113,38.5023615,Ag Tourism Venue,"Papina Legacy Winery, Llc     Dba:  Elk Creek Vineyards","150 Hwy 330 Owenton, KY 40359",Karin Papina,,(502) 484-0005,kwpapina@gmail.com,www.elkcreekvineyards.com
-86.2838957,37.1696928,Ag Tourism Venue,Paquin Farms & French Fort Vineyards,"499 Logan Road Brownsville, KY 42210",Logan Paquin,,(270) 597-9593,loganpaquin2@gmail.com,www.frenchfortvineyards.com
-83.8400627,38.4501035,Ag Tourism Venue,Paradox Farms Bed & Breakfast LLC,"2555 Nepton Rd Ewing, KY 41039",Charles & Carole Hunt,,(606) 267-9003,paradox@altiusbb.com,www.paradoxfarms.com
-86.8988483,37.9252757,Ag Tourism Venue,PATE FARM,"1695 4th St Lewisport, KY 42351",Karl Pate,,(270) 295-3568,karlpate@tds.net,
-84.272921,36.757643,Ag Tourism Venue,Patrick’S Point Farm,"2343 River Rd Williamsburg, KY 40769",Dennis Patrick,,(606) 515-6225,patrickspointfarm@gmail.com,
-84.8151079,37.7444607,Ag Tourism Venue,"Peavler's Greenhouse, Inc.","921 Bellows Mill Rd  Harrodsburg, KY 40330",Pat Peavler,,(859) 734-4714,peavler@bellsouth.net,
-86.1899031,37.0497169,Ag Tourism Venue,Pelly's Farm Fresh,"1085 Hays Smiths Grove Rd  Smiths Grove, KY 42171",Esli Pelly,,(270) 563-6851,pellysfarmfresh@ymail.com,www.PellyFarm.com
-85.285239,37.3164541,Ag Tourism Venue,Pine View Harvest Farm,"2844 Dry Creek Road Elk Horn, KY 42733",Jonathan Harmon,,(606) 787-6957,Jonathan.Harmon9626@Gmail.com,
-85.021458,37.6308512,Ag Tourism Venue,Poorhouse Sorghum,"382 Poorhouse Rd Gravel Switch, KY 40328",Jimmy Elliott,,(859) 332-7728,jimmyelliott92@yahoo.com,
-85.3951633,36.7407525,Ag Tourism Venue,Porcupine Lodge Farm LLC,"610 Howard Davidson Road Burkesville, KY 42717",Dianne Hayward,,(270) 433-2446,haywards@duo-county.com,
-84.462054,38.846834,Ag Tourism Venue,Poverty Hollow Farm,"14691 Decoursey Pike  Morning View, KY 41063",Todd & Nancy Kloentrup,,(859) 356-2304,phfmvky@fuse.net,
-85.4924552,37.7870162,Ag Tourism Venue,Preservation Distillery,"426 Sutherland Road Bardstown, KY 40004",Lisa Wicker,,,lbwicker@gmail.com,
-82.9582284,38.72091,Ag Tourism Venue,R & K Farm,"305 Berry Garden Lane South Shore, KY 41175",Kelly Boyles,,(606) 932-9558,mertybeth@outlook.com,
-84.5949859,37.6458695,Ag Tourism Venue,Red Barn Farm,"2198 Lexington Rd  Lancaster, KY 40444",Vanessa Ruda,,(859) 948-4760,vanessa.ruda@jessamine.kyschools.us,
-83.5305927,37.0124501,Ag Tourism Venue,Red Bird Mission Food Security Project And Farmers' Market,"70 Queendale Center Beverly, KY 40913",Travis Adkins,,(606) 598-0520,tadkins@rbmission.org,
-84.2835361,38.8508465,Ag Tourism Venue,Red Ridge Farm,"169 Old Stepstone Rd California, KY 41007",Tommy Thompson,,(859) 992-5712,redridgefarmky@gmail.com,
-84.3414868,38.2910997,Ag Tourism Venue,Reed Valley Orchard,"239 Lail Ln Paris, KY 40362",Trudie Reed,,(859) 987-6480,info@reedvalleyorchard.com,www.reedvalleyorchard.com
-86.3885484,36.8472344,Ag Tourism Venue,Reid's Livery Winery,"430 Nealy Rd Alvaton, KY 42122",Rex & Diane Reid,,(270) 843-6330,diane7800@att.net,www.reidsliverywinery.com
-87.041853,37.790165,Ag Tourism Venue,Reid's Orchard,"4818 HWY 144  Owensboro, KY 42303",Billy Reid,,(270) 685-2444,BHR117@aol.com,www.reidorchard.com
-84.9397738,36.8511155,Ag Tourism Venue,Richardson Farms Wedding Barn,"835 Beechboard Rd Monticello, KY 42633",Cindy Richardson,,(606) 307-3403,richardsonfarmsweddingbarn@gmail.com,
-87.9197356,36.9110491,Ag Tourism Venue,Rivendel Farms,"498 Trigg Furnace Rd Cadiz, KY 42211",Ginger Hutchings,,(270) 522-9006,rivendelfarms@gmail.com,www.rivendelfarms.com
-83.7747538,38.6433285,Ag Tourism Venue,River Valley Agritourism Alliance,"800 U.S. 68  Maysville, KY 41056",Sara Swope,,,saraswope65@yahoo.com,www.rivervalleyagritourismalliance.com
-85.2047497,38.6604836,Ag Tourism Venue,River Valley Winery,"1279 Mound Hill Rd P.O. Box 178 Carrollton, KY 41008",Vicky Georgiev,,(502) 732-8466,rivervalleywinery@kih.net,www.rivervalleywinery.com
-86.4190843,37.0166114,Ag Tourism Venue,Riverbend Blueberry Event Barn & Market,"999 Beech Bend Road Bowling Green, KY 42101",Daniel Reynolds,,(270) 202-7170,dan@reynoldscorporation.com,
-86.2628604,37.4577866,Ag Tourism Venue,RMR Farms LLC,"324 Grant Road Leitchfield, KY 42754",Mark Robbins,,(505) 767-3419,Rmrfarms2014@gmail.com,www.facebook.com/The-Barn-at-RMR-Farms-2039047283088698/
-86.20767,37.918832,Ag Tourism Venue,Roberts Family Farm,"125 Kennedy Rd Guston, KY 40142",Kevin Roberts,,(270) 422-2361,rffarm@bbtel.com,robertsfamilyfarmky.com
-84.335622,37.7388336,Ag Tourism Venue,Rolling Acres Farm Pumpkin Patch 'N' More LLC,"1169 Goggins Lane Richmond, KY 40475",Annna Winkler,,(859) 314-8806,annawink@aol.com,
-83.9948854,37.1008974,Ag Tourism Venue,"Rooster Ridge Farm,Llc.","195 Reed Road London, KY 40741",Ivan Reed,,,reedsroosterridgefarm@gmail.com,
-83.4196845,37.7714828,Ag Tourism Venue,Rose Farm,"851 Johnson Fork Rd Campton, KY 41301",Lynda Rose,,(606) 662-6333,rosefarm@mrtc.com,
-83.851306,37.6651055,Ag Tourism Venue,Route 52 Moonshine,"465 Beattyville Road Irvine, KY 40336",Howard Arvin,,(859) 608-4100,HOWARDARVIN@ME.COM,
-86.5786932,36.6804605,Ag Tourism Venue,Ruby Branch Farms,"780 Lake Spring Rd. Franklin, KY 42134",Laney Snider,,(270) 776-4672,rubybranchfarms@gmail.com,www.rubybranchfarms.com
-84.3946218,38.8607352,Ag Tourism Venue,Rugged Cross Farm,"980 Clay Ridge Rd Alexandria, KY 41001",Gary Downs,,(859) 908-0606,ruggedcrossfarm@yahoo.com,
-83.9142695,38.6037583,Ag Tourism Venue,S.K.Y. Farm,"4128 Brandywine Rd Maysville, KY 41056",Sande Yelton,,(859) 250-1510,Dsyelton@insightbb.com,
-84.0289787,36.7489766,Ag Tourism Venue,Sally Gap Punkin Patch,"445 Louden Rd. Williamsburg, KY 40769",Charline Meadors,,(606) 524-4722,Charline_Rich_2001@Hotmail.com,
-84.0481772,36.9283409,Ag Tourism Venue,Salt Lick Farms Llc,"429 Salt Lick Rd Corbin, KY 40701",Samantha Mitchell,,(606) 344-4397,samantha.mitchell@me.com,www.saltlickfarm.com
-82.6033376,38.114427,Ag Tourism Venue,Savage Farms,"10251 North Highway 3 Louisa, KY 41230",Keith Moore,,(606) 686-1120,savagefarmsky@outlook.com,
-85.0695733,37.2933234,Ag Tourism Venue,Serenity Hollow Farm,"3225 Woods Creek Rd Liberty, KY 42539",Andrew Alonzo,,(606) 787-2778,ATAlonzo@windstream.net,
-85.2572548,38.2053209,Ag Tourism Venue,Shelby Christmas Tree Farm and Nursery,"175 McDaniel Road Shelbyville, KY 40065",Vivek Sarin,,(502) 550-7302,vivek@shelbyindustries.com,www.shelbychristmastrees.com
-84.3393009,37.436565,Ag Tourism Venue,Sigmon Farms,"477 Rimmel Cemetery Rd  Mt Vernon, KY 40456",Bill Sigmon,,(606) 256-2781,leanngarrisonky@gmail.com,
-84.031798,37.8830044,Ag Tourism Venue,Slate Woods Farm,"1070 Right Angle Rd.  Winchester, KY 40391",Kathy Jones,,(859) 749-9182,slatewoodsfarm@gmail.com,capriella.com/slatewoods/
-84.589606,38.893986,Ag Tourism Venue,Smith Genetics,"11868 Banklick Road Walton, KY 41094",Lisa Naive,,(859) 356-0150,ldnaive@gmail.com,
-83.1982346,38.3575894,Ag Tourism Venue,"Smokey Valley Farm, Inc.","5183 State Highway 2  Olive Hill, KY 41164",Robert L. Coleman,,(606) 286-6588,svf1@kih.net,www.smokeyvalleyfarm.com
-83.1982346,38.3575894,Ag Tourism Venue,Smokey Valley Horse,"5183 St Hwy 2 Olive Hill, KY 41164",Max Hammond,,(606) 286-6588,maxhammond2@gmail.com,www:smokeyvalleyfarm.com
-84.0432519,37.6215479,Ag Tourism Venue,Snug Hollow Farm B & B,"790 McSwain Branch  Irvine, KY 40336",Barbara Napier,,(606) 723-4786,info@snughollow.com,www.snughollow.com
-86.4396068,36.9965943,Ag Tourism Venue,"SoKY Marketplace, Inc.","Bowling Green, KY 42101",Courtney McBaen,,(270) 202-0256,sokymarketplace@gmail.com,www.sokymarketplace.org
-85.1768689,38.1134169,Ag Tourism Venue,Southville Spitters,"8257 Hempridge Rd  Shelbyville, KY 40065",June Griest,,(502) 738-0233,junegriest@yahoo.com,
-84.9501618,37.6174054,Ag Tourism Venue,Spring Clover Farm & Bluegrass Wedding Barn,"3050 Mitchellsburg Rd Danville, KY 40422",Janna DiDomenico,,(859) 605-9086,info@bluegrassweddingbarn.com,www.bluegrassweddingbarn.com
-84.9501618,37.6174054,Ag Tourism Venue,Spring Clover Farm & Bluegrass Wedding Barn,"3050 Mitchellsburg Rd Danville, KY 40422",Steve DiDomenico,,(859) 605-9086,info@bluegrassweddingbarn.com,www.bluegrassweddingbarn.com
-85.3011172,37.8694289,Ag Tourism Venue,Springhill Winery,"3205 Springfield Road  Bloomfield, KY 40008",Eddie O'Daniel,,(502) 252-9463,wineshop@springhillwinery.com,www.springhillwinery.com
-84.4167551,37.9162438,Ag Tourism Venue,Stable Meadows,"2590 Jacks Creek Pike Lexington, KY 40515",Angela Spiers,,(859) 948-8644,spiers.angela@gmail.com,www.stablemeadows.com
-84.0698633,37.9984944,Ag Tourism Venue,Staton Ridge Farm,"455 Davis Lane Winchester, KY 40391",Julie Staton,,(859) 808-1317,julielstaton@yahoo.com,
-84.8395014,38.6600872,Ag Tourism Venue,Steepleview Farm,"10285 Hwy 127 North Sparta, KY 41086",Marc Carey,,(859) 643-3339,marc@steepleviewfarm.net,
-85.0885667,37.0561788,Ag Tourism Venue,Stephen's Nursery & Fresh Produce,"588 John Street  Russell Springs, KY 42642",Tim Stephens,,(270) 343-2295,,
-87.4429849,37.826921,Ag Tourism Venue,Stone Hill Honey,"6005 Hatchett Mill Rd  Spottsville, KY 42458",Betsy Stone,,(270) 869-5023,bpstoneky@bellsouth.net,www.stonehillhoney.com/home
-84.4193085,38.7540435,Ag Tourism Venue,"Stone House Farms, LLC","2103 Greenwood Portland Rd Demossville, KY 41033",Gary Turney,,,geturney@gmail.com,www.stonehousevenue.com
-82.8282224,38.4898025,Ag Tourism Venue,Stoneacres Farm,"140 Stone Cabin Lane Argillite, KY 41121",Sheryl Stone,,(606) 473-0433,samsheryl@windstream.net,
-84.2946539,37.7478572,Ag Tourism Venue,Stoney Oaks Farm,"2345 Richmond, KY 40475",Bobby Davis,,(859) 740-1681,nettiedavis18@gmail.com,
-83.9496034,38.5149125,Ag Tourism Venue,Sunflower Sundries,"5021 Dividing Ridge Mt Olivet, KY 41064",Jennifer Gleason,,(606) 763-6827,jennifer@sunflowersundries.com,www.sunflowersundries.com
-85.508981,38.151178,Ag Tourism Venue,Sunny Acres Farm,"6516 Echo Trail Louisville, KY 40299",Tommee Clark,,(502) 727-9536,tommeeclark88@gmail.com,www.sunnyacresfarmky.com
-84.2969876,37.571157,Ag Tourism Venue,Sustainable Berea,"199 Adams St  Berea, KY 40403",Cheyenne Olson,,(859) 985-1689,info@sustainableberea.org,www.info@sustainableberea.org
-85.3986734,38.2001343,Ag Tourism Venue,Swallow Rail Farm,"2340 Connor Station Rd. Simpsonville, KY 40067",Jeneen Wiche,,(502) 722-2997,jwiche@shelbybb.net,www.SwallowRailFarm.com
-83.1324,37.787496,Ag Tourism Venue,Sweet Dreams Farm,"Buck Branch Road Salyersville, KY 41465",Charles Taulbee,,(606) 349-7966,Cetaulbee@gmail.com,
-84.4450792,37.9094974,Ag Tourism Venue,Talon Winery,"7086 Tates Creek Rd Lexington, KY 40515",Lauren Manuel Manuel,,(859) 971-9797,info@talonwine.com,www.talonwine.com
-85.7786716,36.9160749,Ag Tourism Venue,Talotam Hollow,"108 Kino- Eighty Eight Rd Eighty Eight, KY 42130",Susan Or Skip Peek,,(270) 678-2913,speek88ky@yahoo.com,
-86.203581,37.983769,Ag Tourism Venue,The Barn at Southern Grace,"325 Kirchdorfer Rd Brandenburg, KY 40108",Theresa Padgett,,(270) 422-7974,theresa@southerngracebb.com,www.thebarnatsoutherngrace.com
-82.7815527,38.33536,Ag Tourism Venue,The Blackhorse Farm,"18517 State Route 854 Rush, KY 41168",Jessica Lucas-Adkins,,(606) 922-4853,theblackhorsefarm@yahoo.com,
-84.2373953,37.8471357,Ag Tourism Venue,The Blue Heron Retreat Center And B&B,"270 East Prong Road Richmond, KY 40475",Liz Huffman,,(859) 527-0186,blueheronbb@aol.com,Blueheronretreat.com
-84.0993318,38.6035479,Ag Tourism Venue,The Country Lodge At Sabbath Song Farm,"1331 Toadvine Rd Brooksville, KY 41004",Wes & Carolyn Boatman,,(606) 735-9914,wboatman@isoc.net,sabbathsongfarm.com
-84.4079891,37.6168759,Ag Tourism Venue,The Denny House,"5958 Old Railroad Grade Rd. Paint Lick, KY 40461",Vicky Abrams,,(859) 925-4554,stay@dennyhouse.com,www.dennyhouse.com
-84.6008093,39.0140872,Ag Tourism Venue,The Dixie Farmers' Market,"Erlanger, KY 41018",Jenifer Megerle,,(859) 727-2525,jenifer.megerle@cityoferlanger.com,
-84.2753148,38.1940402,Ag Tourism Venue,The Farm at Landworks,"246 Hume Bedford Rd Paris, KY 40361",Lynne & Andrew Perraut,,(859) 987-1266,info@thefarmatlandworks.com,www.thefarmatlandworks.com
-84.4483685,37.8935902,Ag Tourism Venue,The Farm On Tates Creek,"7667 Tates Creek Lexington, KY 40515",Donna Horn,,,dho10682@aol.com,
-83.7836403,37.8358325,Ag Tourism Venue,The Highlands,"1100 Pumpkin Hollow Rd Stanton, KY 40380",Bill Gordon,,,whg1225@msn.com,HighAdventureWildernessSchool.com
-84.804853,37.6002262,Ag Tourism Venue,The Hitchin' Post,"1766 Stewarts Lane Junction City, KY 40440",Stefanie Cocanougher,,(859) 583-7485,Want2gethitched@yahoo.com,
-85.9597677,36.9047317,Ag Tourism Venue,The Homestead On Rose Creek,"141 Rose Creek Rd. Glasgow, KY 42141",Angela Jones,,(270) 590-2097,rosecreekcreations@yahoo.com,www.homesteadonrosecreek.com
-85.277763,38.5626677,Ag Tourism Venue,"The Little Kentucky River Winery, LLC","3289 Hwy 421 South  Bedford, KY 40006",Teresa Schnell Weyler,,(502) 437-9463,tweyler@gmail.com,www.the littlekentuckyriverwinery.com
-84.5869197,39.0307609,Ag Tourism Venue,The Nature Academy,"152 Rossmoyne Ave Crestview Hills, KY 41017",Richard Detzel,,(859) 331-5345,natureacad@fuse.net,TheNatureAcademyInc.com
-85.8791398,37.5734106,Ag Tourism Venue,The Place At Gilead,"495 Gilead Church Road Glendale, KY 42740",Michelle Edwards,,(270) 763-3966,theplaceatgilead@gmail.com,www.theplaceatgilead.com
-85.9128646,37.6966423,Ag Tourism Venue,The Pumpkin Wagon,"1507 Saint John Rd Elizabethtown, KY 42701",Teri Thomas,,(270) 401-3865,terileigh85@gmail.com,
-88.1688972,37.0155791,Ag Tourism Venue,"The Tall Oaks Ranch,LLC","2113 Chestnut Oak Road Kuttawa, KY 42055",Cynthia Kauffman & Robert Gilmore,,(270) 388-2434,ckauf49@aol.com,N/A
-86.2775063,36.8707277,Ag Tourism Venue,The View At Conner Acres,"9015 Old Greenhill Road Alvaton, KY 42122",Melanie Renfrow,,(270) 792-8298,MelanieRenfrowRN@aol.com,
-84.810799,38.1131342,Ag Tourism Venue,The Woodford Reserve Distillery,"7855 McCracken Pike Versailles, KY 40383",Dee Ford,,(859) 879-1977,ashleigh_pavelek@b-f.com,www.woodfordreserve.com
-85.2885355,38.248968,Ag Tourism Venue,Thistle Down Farm Llc,"565 Hebron Road Shelbyville, KY 40065",Paula Or Bill Koch,,,thistledownfarmllc@gmail.com,
-87.198049,37.720206,Ag Tourism Venue,Thomas Aquafarms,"4541 Wayne Bridge Road Owensboro, KY 42301",Eric Thomas,,(270) 903-0338,Thomasaquafarms@gmail.com,www.ThomasAquafarms.com
-85.9319014,37.6627253,Ag Tourism Venue,Thomas Dairy Farm And Market,"4625 Leitchfield Rd Cecilia, KY 42724",Walker Thomas,,(270) 401-5461,thomasfarmandmarket@gmail.com,www.thomasdairyfarmandmarketky.com
-87.6555507,36.6577842,Ag Tourism Venue,Three Daughters Farm & Vineyard,"224 E Cross Street Lafayette, KY 42254",Kylee Thatcher,,(623) 910-6775,Kythatch@gmail.com,
-84.7164057,38.2364602,Ag Tourism Venue,"Three Horses Vineyard & Winery, LLC","292 Pea Ridge Rd Stamping Ground, KY 40379",Blanche Overton,,,overtonb01@gmail.com,threehorsesvineyard.com
-83.6790005,38.3292556,Ag Tourism Venue,Three Silos,"4778 Hillsboro Rd Hillsboro, KY 41049",Andrew E. Mitchell,,(606) 782-0236,andrew0236@yahoo.com,www.threesilosbarn.com
-86.5280026,36.8191146,Ag Tourism Venue,Toodlebug Farm,"1521 Cedar Bluff Rd Woodburn, KY 42170",Tina Harris,,(270) 320-8300,teamharris03@gmail.com,https://www.facebook.com/groups/ToodleBugFarm/
-83.6752209,37.709488,Ag Tourism Venue,Trails End,"342 Trentsville Rd  Campton, KY 41301",Carolyn Stevens,,(606) 668-3927,carolyn_stevens_2001@yahoo.com,
-83.9979834,37.430364,Ag Tourism Venue,Truett's Pumpkin Patch,"4172 Hwy 2003 Mckee, KY 40447",Tim Truett,,(606) 364-3755,tim.truett@jackson.kyschools.us,
-86.850005,36.8406077,Ag Tourism Venue,Turner Valley Produce,"2575 Bowling Green Road Russellville, KY 42276",Clay Turner,,(270) 726-3983,turnervalley2575@hotmail.com,
-82.8687949,38.374199,Ag Tourism Venue,Valley Of Hope Farm,"866 Joe Branch Road Grayson, KY 41143",Milissia Owens,,(606) 475-1924,vvalleyofhopefarm@windstream.net,
-86.6560172,37.3218382,Ag Tourism Venue,Van Burens Market,"1655 Dexterville Banock Road Morgantown, KY 42261",Joshua Gilpin,,(502) 974-9882,jgilpin754@gmail.com,vanburensmarket.com
-84.6392539,38.842294,Ag Tourism Venue,Verona Vineyards,"13815 Walton Verona Road  Verona, KY 41092",Peggy Payne Montgomery,,(859) 485-3544,info@veronavineyards.com,www.veronavineyards.com
-85.2628943,37.7458049,Ag Tourism Venue,Village Green Wholesale Nursery,"4251 Bloomfield Rd. Springfield, KY 40069",Kim Fritz,,(502) 460-0764,villagegreenwholesalenursery@yahoo.com,villagegreenwholesalenursery.com
-84.6840955,37.3074376,Ag Tourism Venue,Wadelyn Ranch Distilling LLC/ Wadelyn Ranch,"383 Clydesdale Road Waynesburg, KY 40489",Thomas Daniels,,(606) 875-9702,wadelyn.ranch@gmail.com,wadelynranchdistilling.com
-82.2462699,37.5877475,Ag Tourism Venue,Walker's Family Farms,"248 Clyde Hankins Drive Hardy, KY 41531",David Walker,,(606) 353-7333,djmewalker@bellsouth.net,N/A
-86.2666463,36.6697475,Ag Tourism Venue,Walkup Farms,"549 Travelstead Road Adolphus, KY 42120",Russ Walkup,,(270) 622-8130,rwalkup@nctc.com,
-85.2640492,38.1264285,Ag Tourism Venue,"Walnut Cliff Farms, LLC","6406 Zaring Mill Rd Shelbyville, KY 40065",Tom Abbott,,,tsapot@aol.com,
-85.1979051,38.1323529,Ag Tourism Venue,Walnut Grove Farm,"5970 Mt Eden Rd  Shelbyville, KY 40065",Leon Swarts,,(502) 750-0955,leon@walnutgrovefarm.info,www.walnutgrovefarm.info
-82.6504625,37.9238446,Ag Tourism Venue,Ward Family Farms,"6026 Hwy. 1690 Louisa, KY 41230",Daniel Ward,,(606) 483-1600,singlefootinward@gmail.com,
-84.5890266,38.2072452,Ag Tourism Venue,Ward Hall Preservation Foundation,"1782 Frankfort Road Georgetown, KY 40324",Tommy Druen,,(502) 863-5356,druen2004@yahoo.com,www.wardhall.org
-84.773392,37.601315,Ag Tourism Venue,Warrenwood Manor,"3044 Us Highway 127 S Danville, KY 40422",Brittney Adams,,(859) 583-3953,info@warrenwoodmanor.com,www.warrenwoodmanor.com
-85.1827305,37.0270055,Ag Tourism Venue,Wheat Farm,"1081 Acree Rd Russell Springs, KY 42642",Janet Wheat,,(270) 866-5492,,
-87.9360133,37.6633909,Ag Tourism Venue,White Buck Vineyards & Winnery,"1800  U.S. Hwy 60 W Morganfield, KY 42437",W. Allen or Carla White,,(270) 389-1285,whitebuckwines@att.net,www.whitebuckwine.com
-85.6240798,37.9845546,Ag Tourism Venue,Wight-Meyer Vineyard & Winery,"340 Meyer Drive  Shepherdsville, KY 40165",Jim Wight,,(502) 921-0267,jim@wight-meyervineyards.com,www.wight-meyervineyards.com
-83.8285333,36.7884194,Ag Tourism Venue,Wild Wood Farms,"169 Gravy Branch Road Artemus, KY 40903",Kristopher Hubbard,,(160) 654-6963,wildwoodfarmsartemus@gmail.com,
-84.7198462,37.9783376,Ag Tourism Venue,Wildside Winery,"5500 Troy Pike Versailles, KY 40383",Neil Vasilakes,,(859) 879-3982,neil@wildsidewinery.com,www.wildsidewinery.com
-84.8582813,37.1054397,Ag Tourism Venue,Wilson's Cedar Point Farm,"66 Garfield Tarter Rd  Nancy, KY 42544",Joel Wilson,,(606) 305-8762,cedarpointfarm@aol.com,www.wilsonscedarpointfarm.com
-85.0720323,38.2467072,Ag Tourism Venue,Windy Ridge,"5935 Vigo Road Bagdad, KY 40003",Rhonda Graves,,(502) 352-3659,windyridgeqh@hotmail.com,www.facebook.com/search/top/?q=windy%20ridge%20ameraucanas
-82.8634282,38.6130893,Ag Tourism Venue,Wireman's Greenhouse/Wireman Family Farm,"881 Ohio River Road Greenup, KY 41144","Jeff, Melissa Or Ashley Wireman",,(606) 923-7631,missy.wireman@greenup.kyschools.us,
-85.4772768,38.4651952,Ag Tourism Venue,Woodland Farm,"4716 Greenhaven Ln Goshen, KY 40026",Stephanie Tittle & Kristopher Kelley,,(502) 303-4852,wfarmgarden@gmail.com,www.woodlandfarm.com
